gi_records,batch_proxy_groups,median_group_size,mean_group_size,max_group_size,singleton_groups,singleton_group_percent,two_record_groups,two_record_group_percent,one_or_two_record_groups,one_or_two_record_group_percent,records_in_one_or_two_record_groups,records_in_one_or_two_record_groups_percent
2571,326,8.0,7.886503067484663,36,18,5.521472392638037,1,0.3067484662576687,19,5.828220858895705,20,0.7779074290159471
